id,piece_name,category,era_or_year,materials_gemstones,price_type,sold_price,estimate_low,estimate_high,currency_note,sale_date,auction_house,sale_name,lot_number,listing_url,notes,source,first_captured
"meta:sotheby's||2018-12-11|cultured pearl necklace, david webb","CULTURED PEARL NECKLACE, DAVID WEBB",necklace,,,hammer,10625,3500,5500,GBP,2018-12-11,Sotheby's,L18052,,,"Composed of alternating black and white cultured pearls with caps and spacers composed of rope twist and lappet motifs, length 415mm, signed Webb. — Auction type: Main Sales — Location: London",sothebys-site,2026-08-07
"meta:sotheby's||2018-12-04|aquamarine and diamond ring, david webb","AQUAMARINE AND DIAMOND RING, DAVID WEBB",ring,,,hammer,10625,5000,7000,USD,2018-12-04,Sotheby's,N09951,,,"Set with an emerald-cut aquamarine weighing approximately 7.95 carats, framed with round diamonds, on a hammered gold mounting, size 6, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2026-03-31|broche émail, or et rubis","Broche émail, or et rubis",other,,,hammer,10240,6000,12000,EUR,2026-03-31,Sotheby's,PF2610,,,"Figurant une grenouille, le corps entièrement réhaussé d'émail vert, les yeux sertis de rubis cabochon. Dimensions 47 x 32 mm environSigné David WebbDispense de poinçonnage pour l'or 18K (750°/00)Poids brut 43.81 g — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
meta:sotheby's||2024-12-12|pair of gold and diamond earclips,Pair of Gold and Diamond Earclips,earrings,,,hammer,10200,5000,7000,USD,2024-12-12,Sotheby's,N11524,,,"Of hoop design, set with round diamonds. Length 1¼ inchSigned Webb18 karat gold and platinumGross weight approximately 23 dwtsFitted with posts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-06-10|gold, enamel and ruby ring","Gold, Enamel and Ruby Ring",ring,,,hammer,10200,7000,9000,USD,2024-06-10,Sotheby's,N11520,,,"Designed as a crustacean, decorated with white and green enamel and set with a ruby cabochon. Size 6¼Signed David Webb18 karat goldGross weight approximately 19 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-11-15|gold, emerald and diamond ring, circa 1990","Gold, emerald and diamond ring, circa 1990",ring,,,hammer,10200,4000,6000,CHF,2024-11-15,Sotheby's,GE2415,,,"The hammered gold mount collet-set with a cabochon emerald stated to weigh 22.83 carats, accented by step-cut diamonds, size 52, signed Webb. Accompanied by a copy of the original David Webb invoice, dated 26 June 1990. — Auction type: Online Auctions — Location: Geneva",sothebys-site,2026-08-07
"meta:sotheby's||2025-06-16|gold, ruby and diamond bangle-bracelet","Gold, Ruby and Diamond Bangle-Bracelet",bracelet,,,hammer,10160,6000,8000,USD,2025-06-16,Sotheby's,N11809,,,"Of hinged design, featuring an oval-shaped ruby cabochon surrounded and accented by round diamonds. Internal circumference 6⅛ inchesSigned Webb18 karat gold and platinumGross weight approximately 34 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2023-03-08|gold, coral and enamel ring","Gold, Coral and Enamel Ring",ring,,,hammer,10160,5000,7000,USD,2023-03-08,Sotheby's,N11263,,,"Of bombé design, set with a fluted coral cabochon, the mounting decorated with white enamel in a cross-hatched pattern. Size 5½Signed Webb18 karat goldPlease note this property cannot be shipped internationally due to endangered species materials — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-08-31|gold, emerald and diamond 'aquarius' clip-brooch","Gold, Emerald and Diamond 'Aquarius' Clip-Brooch",brooch,,,hammer,10080,8000,12000,USD,2021-08-31,Sotheby's,N10769,,,"Designed as the Aquarius sign of the Zodiac, accented throughout with baguette diamonds, the vase set with emerald-cut emeralds, the eyes set with round emeralds. Diamonds weighing a total of approximately 4.50 caratsDimensions 2¼ x 2 inchesSigned Webb, numbered IA7118 karat gold and platinumGross weight approximately 36 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2021-06-11|pair of gold, enamel and diamond earclips","Pair of Gold, Enamel and Diamond Earclips",earrings,,,hammer,10080,3000,5000,USD,2021-06-11,Sotheby's,N10666,,,"Designed as a pair of black enamelled buckles, accented by round diamonds. Diamonds weighing a total of approximately 0.30 caratLength 1¼ inchesSigned Webb18 karat gold and platinumGross weight approximately 34 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-11-12|david webb | pair of turquoise and diamond earclips,David Webb | Pair of Turquoise and Diamond Earclips,earrings,,,hammer,10080,8000,12000,USD,2020-11-12,Sotheby's,N10432,,,"David Webb Pair of Turquoise and Diamond Earclips Centering two turquoise cabochons, accented at the corners by round diamonds, partially framed in hammered gold. Diamonds weighing a total of approximately 1.30 caratsLength 1 inchSigned David Webb18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2022-09-28|david webb | bague cristal de roche and diamond | rock crystal and diamond ring,David Webb | Bague cristal de roche and diamond | Rock crystal and diamond ring,ring,,,hammer,10080,8000,12000,EUR,2022-09-28,Sotheby's,PF2220,,,"From a Private Collection David Webb | Bague cristal de roche and diamond David Webb | Rock crystal and diamond ring De forme bombé, orné de cristal de roche cannelé, serti de diamants taille brillant, tour de doigt 51 ( anneau de mise à taille), signée David Webb, poinçons français d'import pour l'or 14K (585°/00), poids brut 37.95 g. Of bombé design, set with fluted rock crystal, highlighted with brilliant-cut diamonds, size 51 (sizing band), signed David Webb, French import assay marks for 14 gold, gross weight 37.95 grams. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
meta:sotheby's||2021-05-18|lapis lazuli and diamond ring,Lapis Lazuli and Diamond Ring,ring,,,hammer,10080,4000,6000,USD,2021-05-18,Sotheby's,N10858,,,"Featuring a fluted lapis lazuli, bordered by round diamonds. Diamonds weighing a total of approximately 0.55 caratSize 6Signed Webb18 karat gold — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
url:www.ragoarts.com/auctions/2020/10/fall-jewelry-watches/313,Star sapphire and diamond ring,ring,,,hammer,10000,10000,15000,,2020-10,Rago,Fall Jewelry & Watches,313,https://www.ragoarts.com/auctions/2020/10/fall-jewelry-watches/313,"Premium price $13,000 (incl. buyer's premium)",rago-site,2026-08-06
"meta:sotheby's||2018-11-29|enamel and diamond cuff-bracelet, david webb","ENAMEL AND DIAMOND CUFF-BRACELET, DAVID WEBB",bracelet,,,hammer,10000,4000,6000,USD,2018-11-29,Sotheby's,N09962,,,"Property of a Lady ENAMEL AND DIAMOND CUFF-BRACELET, DAVID WEBB Of hinged design, applied with black enamel and adorned with bands of round diamonds, gross weight approximately 38 dwts, internal circumference 5¾ inches, signed David Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-04-29|pair of gold pendant-earclips, david webb","PAIR OF GOLD PENDANT-EARCLIPS, DAVID WEBB",necklace,,,hammer,10000,4000,6000,USD,2020-04-29,Sotheby's,N10353,,,"PAIR OF GOLD PENDANT-EARCLIPS, DAVID WEBB The hammered gold tops designed as stylized ribbons, supporting gold fine link chain tassels, total gross weight approximately 34 dwts, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-07-25|cultured pearl and diamond ring, david webb","CULTURED PEARL AND DIAMOND RING, DAVID WEBB",ring,,,hammer,10000,5000,7000,USD,2019-07-25,Sotheby's,N10099,,,"CULTURED PEARL AND DIAMOND RING, DAVID WEBB Set with a cultured pearl measuring approximately 12.5 mm, within a stylized flower pavé-set with round diamonds, size 6½, signed David Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-09|gem-set and diamond clip-brooch, david webb, and pair of earclips, cartier","GEM-SET AND DIAMOND CLIP-BROOCH, DAVID WEBB, AND PAIR OF EARCLIPS, CARTIER",earrings,,,hammer,10000,7500,10000,USD,2019-12-09,Sotheby's,N10234,,,"Property of a Lady GEM-SET AND DIAMOND CLIP-BROOCH, DAVID WEBB, AND PAIR OF EARCLIPS, CARTIER The clip-brooch of scalloped design, featuring turquoise cabochons, highlighted with lines of round sapphires, accented by round diamonds, further set with cultured pearls measuring from approximately 6.2 to 4.9 mm, signed Webb; and a pair of earclips designed as whales, set with turquoise cabochons, the tails decorated with round diamonds, each with a sapphire cabochon eye, signed Cartier, Made in France, numbered 55065, with French export and workshop marks. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-04-29|gold, ruby and diamond ring, david webb","GOLD, RUBY AND DIAMOND RING, DAVID WEBB",ring,,,hammer,10000,6000,8000,USD,2020-04-29,Sotheby's,N10353,,,"Property from the Collection of Dr. Susan Weber GOLD, RUBY AND DIAMOND RING, DAVID WEBB Of domed design, featuring a cushion-cut ruby weighing approximately 7.90 carats, accented by square-cut and baguette diamonds, size 8¼, signed Webb. — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2020-07-23|david webb | pair of gold, rock crystal and diamond 'twilight' earclips","DAVID WEBB | PAIR OF GOLD, ROCK CRYSTAL AND DIAMOND 'TWILIGHT' EARCLIPS",earrings,,,hammer,10000,8000,12000,USD,2020-07-23,Sotheby's,N10407,,,"DAVID WEBB PAIR OF GOLD, ROCK CRYSTAL AND DIAMOND 'TWILIGHT' EARCLIPS Featuring two rock crystal cabochons, partially framed by round diamonds, capped by hammered gold accents. · Diamonds weighing a total of approximately 1.00 carat · Length 1¼ inches · Signed Webb · 18 karat gold and platinum · Fitted with posts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-09|pair of sapphire, emerald and diamond earclips, david webb","PAIR OF SAPPHIRE, EMERALD AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,10000,8000,12000,USD,2019-12-09,Sotheby's,N10234,,,"Property of a Lady, Cincinnati, Ohio PAIR OF SAPPHIRE, EMERALD AND DIAMOND EARCLIPS, DAVID WEBB Of floral design, centered on cabochon sapphires, decorated with round and single-cut diamonds, accented by cabochon emeralds, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2020-07-23|david webb | pair of turquoise and diamond earclips,DAVID WEBB | PAIR OF TURQUOISE AND DIAMOND EARCLIPS,earrings,,,hammer,10000,10000,15000,USD,2020-07-23,Sotheby's,N10407,,,"DAVID WEBB PAIR OF TURQUOISE AND DIAMOND EARCLIPS Featuring two turquoise cabochons, within decorative frames of round diamonds. · Diamonds weighing a total of approximately 4.50 carats · Length 1½ inches · Signed Webb · 18 karat gold and platinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-09|gold and diamond bracelet, david webb","GOLD AND DIAMOND BRACELET, DAVID WEBB",bracelet,,,hammer,10000,8000,12000,USD,2019-12-09,Sotheby's,N10234,,,"GOLD AND DIAMOND BRACELET, DAVID WEBB Composed of polished gold oval-shaped links, accented at intervals by round diamonds, gross weight approximately 39 dwts, internal circumference 7 inches, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-12-09|diamond brooch, david webb","DIAMOND BROOCH, DAVID WEBB",brooch,,,hammer,10000,5000,7000,USD,2019-12-09,Sotheby's,N10234,,,"Property from the Collections of Charlotte and Anne Ford DIAMOND BROOCH, DAVID WEBB Designed as a bow pavé-set with round diamonds, bordered by a gold fringe, signed David Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-09-25|gold pendant-brooch, david webb","GOLD PENDANT-BROOCH, DAVID WEBB",necklace,,,hammer,10000,5000,7000,USD,2019-09-25,Sotheby's,N10129,,,"Designed as a heraldic lion, composed of textured gold, gross weight approximately 76 dwts, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|gold and rock crystal ring, david webb","GOLD AND ROCK CRYSTAL RING, DAVID WEBB",ring,,,hammer,10000,7000,9000,USD,2019-04-17,Sotheby's,N10052,,,"Featuring an oval-shaped buff-top rock crystal, within a mounting of stylized foliate design, size 6½, signed Webb. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2019-04-17|diamond and enamel ring, david webb","DIAMOND AND ENAMEL RING, DAVID WEBB",ring,,,hammer,10000,5000,7000,USD,2019-04-17,Sotheby's,N10052,,,"Featuring a pear-shaped diamond weighing approximately 1.30 carats, bezel-set in a mounting applied with black enamel, size 4¾, partially signed Webb. With signed pouch. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2018-12-04|pair of citrine, emerald and diamond earclips, david webb","PAIR OF CITRINE, EMERALD AND DIAMOND EARCLIPS, DAVID WEBB",earrings,,,hammer,10000,5000,7000,USD,2018-12-04,Sotheby's,N09951,,,"Each centering an emerald-cut citrine, encircled by round emeralds, further framed by heart-shaped motifs set with round diamonds, signed Webb, numbered IA98. — Auction type: Main Sales — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-09-20|gold, enamel, ruby and diamond clip-brooch","Gold, Enamel, Ruby and Diamond Clip-Brooch",brooch,,,hammer,9600,10000,15000,USD,2024-09-20,Sotheby's,N11522,,,"Designed as a dragon, decorated with translucent green enamel, set with a ruby cabochon eye and accented by round diamonds. Length 2¾ inchesSigned Webb18 karat gold and platinumGross weight approximately 40 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2024-06-10|pair of enamel and diamond earclips,Pair of Enamel and Diamond Earclips,earrings,,,hammer,9600,8000,12000,USD,2024-06-10,Sotheby's,N11520,,,"Of bombé design, applied with white enamel, accented at the center by round diamonds. Length 1 inchSigned David Webb18 karat gold and platinumGross weight approximately 21 dwts — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
"meta:sotheby's||2024-09-20|pair of rock crystal, cultured pearl and diamond earclips","Pair of Rock Crystal, Cultured Pearl and Diamond Earclips",earrings,,,hammer,9600,8000,12000,USD,2024-09-20,Sotheby's,N11522,,,"Featuring baroque cultured pearls, framed by round diamonds, set atop carved rock crystal. Length 1¼ inchesSigned WebbPlatinum — Auction type: Online Auctions — Location: New York",sothebys-site,2026-08-07
meta:sotheby's||2024-05-21|pair of sapphire and diamond ear clips | paire de clips d'oreille saphirs et diamants,Pair of sapphire and diamond ear clips | Paire de clips d'oreille saphirs et diamants,earrings,,,hammer,9600,7500,11000,EUR,2024-05-21,Sotheby's,PF2420,,,"Of foliate design, set with oval-shaped sapphire cabochons, highlighted with brilliant-cut diamonds, diameter approximately 27mm, signed, French import assay marks for 18 carat gold and platinum, combined gross weight 36.93 grams. --------------------------------------- A décor végétal, sertis de saphirs cabochons de forme ovale, réhaussés de diamants taille brillant, diamètre 27 mm environ, signés, poinçons français d'import pour l'or 18K (750°/00) et le platine (850°/00), poids brut total 36.93 g. — Auction type: Main Sales — Location: Paris",sothebys-site,2026-08-07
